https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KNC,Volume USD
1706940000000,2024-02-03 06:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706936400000,2024-02-03 05:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706932800000,2024-02-03 04:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706929200000,2024-02-03 03:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706925600000,2024-02-03 02:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706922000000,2024-02-03 01:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706918400000,2024-02-03 00:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706914800000,2024-02-02 23:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706911200000,2024-02-02 22:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706907600000,2024-02-02 21:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706904000000,2024-02-02 20:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706900400000,2024-02-02 19:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706896800000,2024-02-02 18:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706893200000,2024-02-02 17:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706889600000,2024-02-02 16:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706886000000,2024-02-02 15:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706882400000,2024-02-02 14:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706878800000,2024-02-02 13:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706875200000,2024-02-02 12:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706871600000,2024-02-02 11:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706868000000,2024-02-02 10:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706864400000,2024-02-02 09:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706860800000,2024-02-02 08:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706857200000,2024-02-02 07:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706853600000,2024-02-02 06:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706850000000,2024-02-02 05:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706846400000,2024-02-02 04:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706842800000,2024-02-02 03:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706839200000,2024-02-02 02:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706835600000,2024-02-02 01:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706832000000,2024-02-02 00:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706828400000,2024-02-01 23:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706824800000,2024-02-01 22:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706821200000,2024-02-01 21:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706817600000,2024-02-01 20:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706814000000,2024-02-01 19:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706810400000,2024-02-01 18:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706806800000,2024-02-01 17:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706803200000,2024-02-01 16:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706799600000,2024-02-01 15:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706796000000,2024-02-01 14:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706792400000,2024-02-01 13:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706788800000,2024-02-01 12:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706785200000,2024-02-01 11:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706781600000,2024-02-01 10:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706778000000,2024-02-01 09:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706774400000,2024-02-01 08:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706770800000,2024-02-01 07:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706767200000,2024-02-01 06:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706763600000,2024-02-01 05:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706760000000,2024-02-01 04:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706756400000,2024-02-01 03:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706752800000,2024-02-01 02:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706749200000,2024-02-01 01:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706745600000,2024-02-01 00:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706742000000,2024-01-31 23:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706738400000,2024-01-31 22:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706734800000,2024-01-31 21:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706731200000,2024-01-31 20:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706727600000,2024-01-31 19:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706724000000,2024-01-31 18:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706720400000,2024-01-31 17:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706716800000,2024-01-31 16:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706713200000,2024-01-31 15:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706709600000,2024-01-31 14:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706706000000,2024-01-31 13:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706702400000,2024-01-31 12:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706698800000,2024-01-31 11:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706695200000,2024-01-31 10:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706691600000,2024-01-31 09:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706688000000,2024-01-31 08:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706684400000,2024-01-31 07:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706680800000,2024-01-31 06:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706677200000,2024-01-31 05:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706673600000,2024-01-31 04:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706670000000,2024-01-31 03:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706666400000,2024-01-31 02:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706662800000,2024-01-31 01:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706659200000,2024-01-31 00:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706655600000,2024-01-30 23:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706652000000,2024-01-30 22:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706648400000,2024-01-30 21:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706644800000,2024-01-30 20:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706641200000,2024-01-30 19:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706637600000,2024-01-30 18:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706634000000,2024-01-30 17:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706630400000,2024-01-30 16:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706626800000,2024-01-30 15:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706623200000,2024-01-30 14:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706619600000,2024-01-30 13:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706616000000,2024-01-30 12:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706612400000,2024-01-30 11:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706608800000,2024-01-30 10:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706605200000,2024-01-30 09:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706601600000,2024-01-30 08:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706598000000,2024-01-30 07:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706594400000,2024-01-30 06:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706590800000,2024-01-30 05:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706587200000,2024-01-30 04:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706583600000,2024-01-30 03:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706580000000,2024-01-30 02:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706576400000,2024-01-30 01:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706572800000,2024-01-30 00:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706569200000,2024-01-29 23:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706565600000,2024-01-29 22:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706562000000,2024-01-29 21:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706558400000,2024-01-29 20:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706554800000,2024-01-29 19:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706551200000,2024-01-29 18:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706547600000,2024-01-29 17:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706544000000,2024-01-29 16:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706540400000,2024-01-29 15:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706536800000,2024-01-29 14:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706533200000,2024-01-29 13:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706529600000,2024-01-29 12:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706526000000,2024-01-29 11:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706522400000,2024-01-29 10:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706518800000,2024-01-29 09:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706515200000,2024-01-29 08:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706511600000,2024-01-29 07:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706508000000,2024-01-29 06:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706504400000,2024-01-29 05:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706500800000,2024-01-29 04:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706497200000,2024-01-29 03:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706493600000,2024-01-29 02:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706490000000,2024-01-29 01:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706486400000,2024-01-29 00:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706482800000,2024-01-28 23:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706479200000,2024-01-28 22:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706475600000,2024-01-28 21:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706472000000,2024-01-28 20:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706468400000,2024-01-28 19:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706464800000,2024-01-28 18:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706461200000,2024-01-28 17:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706457600000,2024-01-28 16:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706454000000,2024-01-28 15:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706450400000,2024-01-28 14:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706446800000,2024-01-28 13:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706443200000,2024-01-28 12:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706439600000,2024-01-28 11:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706436000000,2024-01-28 10:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706432400000,2024-01-28 09:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706428800000,2024-01-28 08:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706425200000,2024-01-28 07:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706421600000,2024-01-28 06:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706418000000,2024-01-28 05:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706414400000,2024-01-28 04:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706410800000,2024-01-28 03:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706407200000,2024-01-28 02:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706403600000,2024-01-28 01:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706400000000,2024-01-28 00:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706396400000,2024-01-27 23:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706392800000,2024-01-27 22:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706389200000,2024-01-27 21:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706385600000,2024-01-27 20:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706382000000,2024-01-27 19:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706378400000,2024-01-27 18:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706374800000,2024-01-27 17:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706371200000,2024-01-27 16:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706367600000,2024-01-27 15:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706364000000,2024-01-27 14:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706360400000,2024-01-27 13:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706356800000,2024-01-27 12:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706353200000,2024-01-27 11:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706349600000,2024-01-27 10:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706346000000,2024-01-27 09:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706342400000,2024-01-27 08:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706338800000,2024-01-27 07:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706335200000,2024-01-27 06:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706331600000,2024-01-27 05:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706328000000,2024-01-27 04:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706324400000,2024-01-27 03:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706320800000,2024-01-27 02:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706317200000,2024-01-27 01:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706313600000,2024-01-27 00:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706310000000,2024-01-26 23:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706306400000,2024-01-26 22:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706302800000,2024-01-26 21:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706299200000,2024-01-26 20:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706295600000,2024-01-26 19:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706292000000,2024-01-26 18:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706288400000,2024-01-26 17:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706284800000,2024-01-26 16:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706281200000,2024-01-26 15:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706277600000,2024-01-26 14:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706274000000,2024-01-26 13:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706270400000,2024-01-26 12:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706266800000,2024-01-26 11:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706263200000,2024-01-26 10:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706259600000,2024-01-26 09:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706256000000,2024-01-26 08:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706252400000,2024-01-26 07:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706248800000,2024-01-26 06:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706245200000,2024-01-26 05:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706241600000,2024-01-26 04:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706238000000,2024-01-26 03:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706234400000,2024-01-26 02:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706230800000,2024-01-26 01:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706227200000,2024-01-26 00:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706223600000,2024-01-25 23:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706220000000,2024-01-25 22:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706216400000,2024-01-25 21:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706212800000,2024-01-25 20:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706209200000,2024-01-25 19:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706205600000,2024-01-25 18:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706202000000,2024-01-25 17:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706198400000,2024-01-25 16:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706194800000,2024-01-25 15:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706191200000,2024-01-25 14:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706187600000,2024-01-25 13:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706184000000,2024-01-25 12:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706180400000,2024-01-25 11:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706176800000,2024-01-25 10:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706173200000,2024-01-25 09:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706169600000,2024-01-25 08:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706166000000,2024-01-25 07:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706162400000,2024-01-25 06:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706158800000,2024-01-25 05:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706155200000,2024-01-25 04:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706151600000,2024-01-25 03:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706148000000,2024-01-25 02:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706144400000,2024-01-25 01:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706140800000,2024-01-25 00:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706137200000,2024-01-24 23:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706133600000,2024-01-24 22:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
1706130000000,2024-01-24 21:00:00,KNC/USD,0.47368,0.47368,0.47368,0.47368,0,0.0
