https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MATIC,Volume USD
1707706800000,2024-02-12 03:00:00,MATIC/USD,0.83072,0.83438,0.82861,0.83223,5534.069028,4605.61826717244
1707703200000,2024-02-12 02:00:00,MATIC/USD,0.83871,0.84048,0.8279,0.83072,19311.488836,16042.440005841921
1707699600000,2024-02-12 01:00:00,MATIC/USD,0.84088,0.84088,0.83717,0.83871,990.569447,830.80050089337
1707696000000,2024-02-12 00:00:00,MATIC/USD,0.83586,0.84253,0.83446,0.84088,3467.051956,2915.37464876128
1707692400000,2024-02-11 23:00:00,MATIC/USD,0.832,0.84028,0.832,0.83586,30327.712387,25349.72167579782
1707688800000,2024-02-11 22:00:00,MATIC/USD,0.83879,0.84037,0.832,0.832,46730.434548,38879.72154393599
1707685200000,2024-02-11 21:00:00,MATIC/USD,0.835,0.83937,0.835,0.83879,20560.101224,17245.60730567896
1707681600000,2024-02-11 20:00:00,MATIC/USD,0.84556,0.84727,0.8339,0.835,21307.536118,17791.792658529997
1707678000000,2024-02-11 19:00:00,MATIC/USD,0.84894,0.84894,0.84424,0.84556,2542.141268,2149.5329705700797
1707674400000,2024-02-11 18:00:00,MATIC/USD,0.84738,0.84894,0.84234,0.84894,3343.013171,2838.0176013887403
1707670800000,2024-02-11 17:00:00,MATIC/USD,0.84499,0.84822,0.84391,0.84738,6647.448736,5632.915109911681
1707667200000,2024-02-11 16:00:00,MATIC/USD,0.84611,0.8492,0.84411,0.84499,3371.974177,2849.28445982323
1707663600000,2024-02-11 15:00:00,MATIC/USD,0.8468,0.84913,0.84369,0.84611,10675.795181,9032.89706059591
1707660000000,2024-02-11 14:00:00,MATIC/USD,0.85109,0.85109,0.84313,0.8468,101999.675703,86373.3253853004
1707656400000,2024-02-11 13:00:00,MATIC/USD,0.85692,0.85692,0.84932,0.85109,5284.623551,4497.69025802059
1707652800000,2024-02-11 12:00:00,MATIC/USD,0.8567,0.85723,0.85615,0.85692,2554.968713,2189.40378954396
1707649200000,2024-02-11 11:00:00,MATIC/USD,0.85372,0.86055,0.85372,0.8567,42172.884897,36129.510491259905
1707645600000,2024-02-11 10:00:00,MATIC/USD,0.85582,0.8563,0.85372,0.85372,1137.984358,971.5200061117599
1707642000000,2024-02-11 09:00:00,MATIC/USD,0.85896,0.87,0.85582,0.85582,57495.678535,49205.9516038237
1707638400000,2024-02-11 08:00:00,MATIC/USD,0.8612,0.8661,0.85896,0.85896,11721.016206,10067.88408030576
1707634800000,2024-02-11 07:00:00,MATIC/USD,0.86443,0.86443,0.8612,0.8612,116.0756,99.96430672
1707631200000,2024-02-11 06:00:00,MATIC/USD,0.85999,0.86481,0.85999,0.86443,936.229293,809.30468774799
1707627600000,2024-02-11 05:00:00,MATIC/USD,0.85382,0.86181,0.85382,0.85999,3981.100015,3423.70620189985
1707624000000,2024-02-11 04:00:00,MATIC/USD,0.85556,0.8576,0.85382,0.85382,5061.393463,4321.51896657866
1707620400000,2024-02-11 03:00:00,MATIC/USD,0.84895,0.85567,0.8486,0.85556,2666.648797,2281.47804476132
1707616800000,2024-02-11 02:00:00,MATIC/USD,0.85324,0.85324,0.84805,0.84895,30087.413131,25542.70937756245
1707613200000,2024-02-11 01:00:00,MATIC/USD,0.84989,0.85381,0.84848,0.85324,30144.672009,25720.639944959163
1707609600000,2024-02-11 00:00:00,MATIC/USD,0.84821,0.84989,0.84728,0.84989,121.559751,103.31241677739001
1707606000000,2024-02-10 23:00:00,MATIC/USD,0.8539,0.8539,0.84821,0.84821,1509.721813,1280.5611390047302
1707602400000,2024-02-10 22:00:00,MATIC/USD,0.85728,0.85818,0.85006,0.8539,6559.915502,5601.5118471578
1707598800000,2024-02-10 21:00:00,MATIC/USD,0.8528,0.85914,0.8528,0.85728,8065.447961,6914.3472280060805
1707595200000,2024-02-10 20:00:00,MATIC/USD,0.84976,0.8528,0.84885,0.8528,285.913594,243.8271129632
1707591600000,2024-02-10 19:00:00,MATIC/USD,0.84525,0.84976,0.84525,0.84976,1611.75165,1369.602082104
1707588000000,2024-02-10 18:00:00,MATIC/USD,0.84288,0.84695,0.84262,0.84525,1302.148425,1100.64095623125
1707584400000,2024-02-10 17:00:00,MATIC/USD,0.84444,0.84476,0.84288,0.84288,592.628931,499.51507336128
1707580800000,2024-02-10 16:00:00,MATIC/USD,0.84467,0.8458,0.84294,0.84444,10124.909364,8549.87846333616
1707577200000,2024-02-10 15:00:00,MATIC/USD,0.84348,0.84737,0.84348,0.84467,2215.627125,1871.47376367375
1707573600000,2024-02-10 14:00:00,MATIC/USD,0.84546,0.84588,0.84348,0.84348,1567.886301,1322.48073716748
1707570000000,2024-02-10 13:00:00,MATIC/USD,0.84545,0.84632,0.84425,0.84546,4105.430434,3470.97721472964
1707566400000,2024-02-10 12:00:00,MATIC/USD,0.84398,0.84725,0.84398,0.84545,2600.614368,2198.6894174256
1707562800000,2024-02-10 11:00:00,MATIC/USD,0.83867,0.84569,0.83867,0.84398,199.17773,168.10202056539998
1707559200000,2024-02-10 10:00:00,MATIC/USD,0.84654,0.84654,0.83815,0.83867,1218.740364,1022.1209810758801
1707555600000,2024-02-10 09:00:00,MATIC/USD,0.8488,0.85054,0.84654,0.84654,1224.594265,1036.6680290931
1707552000000,2024-02-10 08:00:00,MATIC/USD,0.85154,0.85481,0.8488,0.8488,1257.210514,1067.1202842832001
1707548400000,2024-02-10 07:00:00,MATIC/USD,0.85611,0.85707,0.85154,0.85154,3811.613798,3245.7416135489198
1707544800000,2024-02-10 06:00:00,MATIC/USD,0.85961,0.85961,0.85611,0.85611,4151.675688,3554.29107325368
1707541200000,2024-02-10 05:00:00,MATIC/USD,0.8622,0.86234,0.85961,0.85961,1366.326935,1174.50829659535
1707537600000,2024-02-10 04:00:00,MATIC/USD,0.86221,0.86622,0.8622,0.8622,7686.393234,6627.2082463547995
1707534000000,2024-02-10 03:00:00,MATIC/USD,0.85927,0.86765,0.85927,0.86221,4426.176842,3816.2939349408202
1707530400000,2024-02-10 02:00:00,MATIC/USD,0.85833,0.862,0.85792,0.85927,16378.427415,14073.491324887049
1707526800000,2024-02-10 01:00:00,MATIC/USD,0.85559,0.8627,0.85499,0.85833,4219.200603,3621.4664535729903
1707523200000,2024-02-10 00:00:00,MATIC/USD,0.85278,0.85984,0.85278,0.85559,8931.844066,7641.996464428939
1707519600000,2024-02-09 23:00:00,MATIC/USD,0.85564,0.85841,0.84741,0.85278,16470.032629,14045.314425358622
1707516000000,2024-02-09 22:00:00,MATIC/USD,0.85227,0.85672,0.84949,0.85564,2708.254624,2317.29098647936
1707512400000,2024-02-09 21:00:00,MATIC/USD,0.84992,0.85227,0.84314,0.85227,22261.593482,18972.88827690414
1707508800000,2024-02-09 20:00:00,MATIC/USD,0.84309,0.84992,0.83816,0.84992,29308.884933,24910.207482255362
1707505200000,2024-02-09 19:00:00,MATIC/USD,0.84701,0.84701,0.84,0.84309,14504.531668,12228.62560397412
1707501600000,2024-02-09 18:00:00,MATIC/USD,0.84391,0.85156,0.84391,0.84701,1300.460177,1101.50277452077
1707498000000,2024-02-09 17:00:00,MATIC/USD,0.84,0.84404,0.83877,0.84391,7108.820764,5999.20493094724
1707494400000,2024-02-09 16:00:00,MATIC/USD,0.84466,0.84643,0.8347,0.84,27324.670886,22952.723544239998
1707490800000,2024-02-09 15:00:00,MATIC/USD,0.84097,0.84613,0.837,0.84466,11599.280326,9797.448120159159
1707487200000,2024-02-09 14:00:00,MATIC/USD,0.85201,0.85282,0.83625,0.84097,31576.19234,26554.6304721698
1707483600000,2024-02-09 13:00:00,MATIC/USD,0.84762,0.85232,0.84666,0.85201,15616.734388,13305.61386591988
1707480000000,2024-02-09 12:00:00,MATIC/USD,0.84745,0.85043,0.84591,0.84762,13276.225214,11253.19401589068
1707476400000,2024-02-09 11:00:00,MATIC/USD,0.84409,0.84745,0.84144,0.84745,2443.822055,2071.0170005097502
1707472800000,2024-02-09 10:00:00,MATIC/USD,0.84635,0.84665,0.84409,0.84409,3289.989638,2777.04735353942
1707469200000,2024-02-09 09:00:00,MATIC/USD,0.84797,0.84815,0.846,0.84635,1480.282191,1252.83683235285
1707465600000,2024-02-09 08:00:00,MATIC/USD,0.84281,0.84797,0.84281,0.84797,8233.667214,6981.9027874555795
1707462000000,2024-02-09 07:00:00,MATIC/USD,0.84359,0.84469,0.8414,0.84281,1892.472021,1594.99434401901
1707458400000,2024-02-09 06:00:00,MATIC/USD,0.84091,0.84359,0.84073,0.84359,488.904629,412.43505597811
1707454800000,2024-02-09 05:00:00,MATIC/USD,0.83824,0.84091,0.83801,0.84091,594.166168,499.64027233288
1707451200000,2024-02-09 04:00:00,MATIC/USD,0.83914,0.83914,0.83645,0.83824,4727.975454,3963.1781445609604
1707447600000,2024-02-09 03:00:00,MATIC/USD,0.84548,0.84615,0.83866,0.83914,798.976867,670.45344817438
1707444000000,2024-02-09 02:00:00,MATIC/USD,0.83311,0.84548,0.83311,0.84548,7127.924444,6026.51755891312
1707440400000,2024-02-09 01:00:00,MATIC/USD,0.83412,0.83451,0.83226,0.83311,1431.735264,1192.79296579104
1707436800000,2024-02-09 00:00:00,MATIC/USD,0.83399,0.83626,0.82927,0.83412,21698.803219,18099.405741032282
1707433200000,2024-02-08 23:00:00,MATIC/USD,0.84461,0.84515,0.83399,0.83399,6926.441753,5776.58315758447
1707429600000,2024-02-08 22:00:00,MATIC/USD,0.84121,0.84615,0.84121,0.84461,650.93135,549.7831275235
1707426000000,2024-02-08 21:00:00,MATIC/USD,0.84662,0.84662,0.841,0.84121,2748.605612,2312.15452687052
1707422400000,2024-02-08 20:00:00,MATIC/USD,0.84085,0.84746,0.84085,0.84662,5729.873685,4851.0256591947
1707418800000,2024-02-08 19:00:00,MATIC/USD,0.84018,0.84592,0.84018,0.84085,1631.154694,1371.5564244499
1707415200000,2024-02-08 18:00:00,MATIC/USD,0.83592,0.84173,0.83081,0.84018,14969.97672,12577.475040609601
1707411600000,2024-02-08 17:00:00,MATIC/USD,0.82703,0.84395,0.82703,0.83592,18653.814284,15593.09643628128
1707408000000,2024-02-08 16:00:00,MATIC/USD,0.83917,0.84024,0.82267,0.82703,24496.878567,20259.65348126601
1707404400000,2024-02-08 15:00:00,MATIC/USD,0.83645,0.84344,0.83645,0.83917,10613.57004,8906.5895704668
1707400800000,2024-02-08 14:00:00,MATIC/USD,0.82777,0.83645,0.82777,0.83645,6563.703128,5490.2094814156
1707397200000,2024-02-08 13:00:00,MATIC/USD,0.8279,0.82834,0.82422,0.82777,12889.47813,10669.5233116701
1707393600000,2024-02-08 12:00:00,MATIC/USD,0.8318,0.8318,0.8279,0.8279,914.039535,756.7333310265
1707390000000,2024-02-08 11:00:00,MATIC/USD,0.83279,0.83279,0.8318,0.8318,6.005049,4.9949997582
1707386400000,2024-02-08 10:00:00,MATIC/USD,0.83365,0.83365,0.83242,0.83279,1177.783129,980.8460119999099
1707382800000,2024-02-08 09:00:00,MATIC/USD,0.83435,0.8346,0.83163,0.83365,1921.61753,1601.9564538845
1707379200000,2024-02-08 08:00:00,MATIC/USD,0.83063,0.83435,0.83063,0.83435,2302.015565,1920.6866866577502
1707375600000,2024-02-08 07:00:00,MATIC/USD,0.83205,0.83314,0.82892,0.83063,4501.281002,3738.8990386912596
1707372000000,2024-02-08 06:00:00,MATIC/USD,0.83254,0.83262,0.83152,0.83205,1190.38483,990.4596978014999
1707368400000,2024-02-08 05:00:00,MATIC/USD,0.83709,0.83709,0.83016,0.83254,9730.003192,8100.616857467679
1707364800000,2024-02-08 04:00:00,MATIC/USD,0.83672,0.83907,0.83672,0.83709,416.051984,348.27295528656
1707361200000,2024-02-08 03:00:00,MATIC/USD,0.83748,0.8385,0.83672,0.83672,224.185363,187.58037692936
1707357600000,2024-02-08 02:00:00,MATIC/USD,0.839,0.839,0.83675,0.83748,13300.836564,11139.184605618719
1707354000000,2024-02-08 01:00:00,MATIC/USD,0.83463,0.84312,0.83463,0.839,1055.44495,885.5183130500001
1707350400000,2024-02-08 00:00:00,MATIC/USD,0.83358,0.84046,0.83205,0.83463,27303.639327,22788.43649149401
1707346800000,2024-02-07 23:00:00,MATIC/USD,0.83253,0.83626,0.83253,0.83358,2627.045199,2189.85233698242
1707343200000,2024-02-07 22:00:00,MATIC/USD,0.83103,0.83626,0.83103,0.83253,9783.740861,8145.2577790083305
1707339600000,2024-02-07 21:00:00,MATIC/USD,0.83214,0.83385,0.82961,0.83103,7482.273374,6217.993641995221
1707336000000,2024-02-07 20:00:00,MATIC/USD,0.82834,0.83584,0.82824,0.83214,14441.540461,12017.38347921654
1707332400000,2024-02-07 19:00:00,MATIC/USD,0.82661,0.82834,0.82442,0.82834,8534.188545,7069.2097393653
1707328800000,2024-02-07 18:00:00,MATIC/USD,0.82457,0.82661,0.81968,0.82661,44649.355841,36907.604031729
1707325200000,2024-02-07 17:00:00,MATIC/USD,0.81742,0.82956,0.81742,0.82457,32530.867073,26823.977062383612
1707321600000,2024-02-07 16:00:00,MATIC/USD,0.80106,0.81742,0.80106,0.81742,12902.147774,10546.47363342308
1707318000000,2024-02-07 15:00:00,MATIC/USD,0.79976,0.8053,0.79781,0.80106,2967.159798,2376.87302778588
1707314400000,2024-02-07 14:00:00,MATIC/USD,0.79662,0.80407,0.79662,0.79976,5995.654369,4795.08453815144
1707310800000,2024-02-07 13:00:00,MATIC/USD,0.7965,0.79755,0.7965,0.79662,264.072001,210.36503743661999
1707307200000,2024-02-07 12:00:00,MATIC/USD,0.79548,0.7965,0.79292,0.7965,866.81187,690.415654455
1707303600000,2024-02-07 11:00:00,MATIC/USD,0.7927,0.79548,0.7927,0.79548,1227.60054,976.5316775591999
1707300000000,2024-02-07 10:00:00,MATIC/USD,0.79545,0.79785,0.7927,0.7927,253.101213,200.6333315451
1707296400000,2024-02-07 09:00:00,MATIC/USD,0.79201,0.79555,0.79201,0.79545,248.820996,197.9246612682
1707292800000,2024-02-07 08:00:00,MATIC/USD,0.78914,0.79201,0.78745,0.79201,1171.250138,927.6418217973801
1707289200000,2024-02-07 07:00:00,MATIC/USD,0.79065,0.79065,0.78914,0.78914,570.612985,450.29353098289994
1707285600000,2024-02-07 06:00:00,MATIC/USD,0.79184,0.79309,0.79007,0.79065,1430.289611,1130.8584809371498
1707282000000,2024-02-07 05:00:00,MATIC/USD,0.79521,0.79521,0.79184,0.79184,417.235357,330.38364508688
1707278400000,2024-02-07 04:00:00,MATIC/USD,0.79739,0.79895,0.79376,0.79521,6223.177208,4948.73274757368
1707274800000,2024-02-07 03:00:00,MATIC/USD,0.80345,0.80345,0.79739,0.79739,1483.321945,1182.78608572355
1707271200000,2024-02-07 02:00:00,MATIC/USD,0.80533,0.80662,0.80345,0.80345,5463.473772,4389.6280021134
1707267600000,2024-02-07 01:00:00,MATIC/USD,0.8052,0.80661,0.8052,0.80533,1441.135504,1160.58965543632
1707264000000,2024-02-07 00:00:00,MATIC/USD,0.80544,0.81012,0.8052,0.8052,3242.438715,2610.811653318
1707260400000,2024-02-06 23:00:00,MATIC/USD,0.8077,0.80818,0.80544,0.80544,1454.107779,1171.19656951776
1707256800000,2024-02-06 22:00:00,MATIC/USD,0.80838,0.80838,0.80654,0.8077,1007.123136,813.4533569472001
1707253200000,2024-02-06 21:00:00,MATIC/USD,0.80931,0.81107,0.8071,0.80838,2962.345956,2394.70122391128
1707249600000,2024-02-06 20:00:00,MATIC/USD,0.80749,0.81621,0.80749,0.80931,3194.417604,2585.27411109324
1707246000000,2024-02-06 19:00:00,MATIC/USD,0.79369,0.80843,0.79369,0.80749,12885.887672,10405.225436263281
1707242400000,2024-02-06 18:00:00,MATIC/USD,0.79606,0.79819,0.79369,0.79369,2961.396116,2350.43048330804
1707238800000,2024-02-06 17:00:00,MATIC/USD,0.79686,0.80021,0.79498,0.79606,11153.978153,8879.23584847718
1707235200000,2024-02-06 16:00:00,MATIC/USD,0.79814,0.79913,0.7949,0.79686,2548.455159,2030.76197800074
1707231600000,2024-02-06 15:00:00,MATIC/USD,0.79421,0.80472,0.7941,0.79814,23492.306481,18750.14949474534
1707228000000,2024-02-06 14:00:00,MATIC/USD,0.78991,0.79727,0.78991,0.79421,3111.57603,2471.2447987863
1707224400000,2024-02-06 13:00:00,MATIC/USD,0.78427,0.79603,0.78427,0.78991,16774.259597,13250.15539826627
1707220800000,2024-02-06 12:00:00,MATIC/USD,0.78772,0.78772,0.78427,0.78427,341.675185,267.96559733995
1707217200000,2024-02-06 11:00:00,MATIC/USD,0.78934,0.78934,0.7844,0.78772,6102.903916,4807.37947271152
1707213600000,2024-02-06 10:00:00,MATIC/USD,0.79274,0.79365,0.7859,0.78934,6493.893244,5125.88969321896
1707210000000,2024-02-06 09:00:00,MATIC/USD,0.79332,0.795,0.79118,0.79274,2382.008538,1888.31344841412
1707206400000,2024-02-06 08:00:00,MATIC/USD,0.78825,0.79368,0.78825,0.79332,375.313349,297.74358602868
1707202800000,2024-02-06 07:00:00,MATIC/USD,0.78693,0.78825,0.7848,0.78825,477.426099,376.33112253675
1707199200000,2024-02-06 06:00:00,MATIC/USD,0.78719,0.78719,0.78693,0.78693,1581.469845,1244.50606512585
1707195600000,2024-02-06 05:00:00,MATIC/USD,0.78961,0.78961,0.78336,0.78719,623.056471,490.46382340648995
1707192000000,2024-02-06 04:00:00,MATIC/USD,0.79112,0.79112,0.78651,0.78961,1060.746092,837.5757217041202
1707188400000,2024-02-06 03:00:00,MATIC/USD,0.79087,0.79305,0.78595,0.79112,17320.064983,13702.24980935096
1707184800000,2024-02-06 02:00:00,MATIC/USD,0.78317,0.79087,0.78317,0.79087,5626.76942,4450.0431311954
1707181200000,2024-02-06 01:00:00,MATIC/USD,0.77959,0.78317,0.77907,0.78317,654.80057,512.8201624069001
1707177600000,2024-02-06 00:00:00,MATIC/USD,0.77958,0.77984,0.7755,0.77959,14936.370865,11644.24536264535
1707174000000,2024-02-05 23:00:00,MATIC/USD,0.77595,0.77958,0.77443,0.77958,11079.016204,8636.979452314321
1707170400000,2024-02-05 22:00:00,MATIC/USD,0.77736,0.77883,0.77344,0.77595,6359.2219,4934.438233305
1707166800000,2024-02-05 21:00:00,MATIC/USD,0.77766,0.78046,0.777,0.77736,7734.833384,6012.75007938624
1707163200000,2024-02-05 20:00:00,MATIC/USD,0.78175,0.78281,0.77463,0.77766,9622.019213,7482.65946118158
1707159600000,2024-02-05 19:00:00,MATIC/USD,0.78185,0.78744,0.7804,0.78175,9443.386125,7382.36710321875
1707156000000,2024-02-05 18:00:00,MATIC/USD,0.78364,0.78736,0.78099,0.78185,14381.71595,11244.3446155075
1707152400000,2024-02-05 17:00:00,MATIC/USD,0.78177,0.78568,0.7782,0.78364,11317.062445,8868.502814399799
1707148800000,2024-02-05 16:00:00,MATIC/USD,0.78,0.78332,0.77733,0.78177,9722.638913,7600.86742301601
1707145200000,2024-02-05 15:00:00,MATIC/USD,0.78818,0.78839,0.78,0.78,2842.47356,2217.1293768
1707141600000,2024-02-05 14:00:00,MATIC/USD,0.79401,0.795,0.78818,0.78818,16026.841723,12632.036109234139
1707138000000,2024-02-05 13:00:00,MATIC/USD,0.78945,0.79401,0.78945,0.79401,1442.523403,1145.37800721603
1707134400000,2024-02-05 12:00:00,MATIC/USD,0.78845,0.78945,0.78727,0.78945,3378.561902,2667.2056935339
1707130800000,2024-02-05 11:00:00,MATIC/USD,0.78484,0.78845,0.78484,0.78845,172.75949,136.2122198905
1707127200000,2024-02-05 10:00:00,MATIC/USD,0.78258,0.78527,0.78258,0.78484,1121.39196,880.1132658864
1707123600000,2024-02-05 09:00:00,MATIC/USD,0.78262,0.78262,0.78258,0.78258,5.098537,3.9900130854600007
1707120000000,2024-02-05 08:00:00,MATIC/USD,0.78182,0.7835,0.78182,0.78262,104.269639,81.60350487417999
1707116400000,2024-02-05 07:00:00,MATIC/USD,0.7781,0.78182,0.7781,0.78182,743.884544,581.5838141900799
1707112800000,2024-02-05 06:00:00,MATIC/USD,0.77319,0.7781,0.77319,0.7781,1523.265053,1185.2525377393001
1707109200000,2024-02-05 05:00:00,MATIC/USD,0.77274,0.77474,0.77181,0.77319,6598.74162,5102.0810331678
1707105600000,2024-02-05 04:00:00,MATIC/USD,0.77181,0.77574,0.77181,0.77274,15436.958766,11928.755516838839
1707102000000,2024-02-05 03:00:00,MATIC/USD,0.76748,0.77181,0.76667,0.77181,8814.872902,6803.407054492619
1707098400000,2024-02-05 02:00:00,MATIC/USD,0.76793,0.77091,0.76748,0.76748,1168.291133,896.64007875484
1707094800000,2024-02-05 01:00:00,MATIC/USD,0.7701,0.7701,0.76295,0.76793,1981.544059,1521.68712922787
1707091200000,2024-02-05 00:00:00,MATIC/USD,0.7732,0.77627,0.76867,0.7701,1690.417396,1301.7904366596001
1707087600000,2024-02-04 23:00:00,MATIC/USD,0.77596,0.77596,0.77136,0.7732,5515.992545,4264.965435794
1707084000000,2024-02-04 22:00:00,MATIC/USD,0.7849,0.7849,0.77187,0.77596,1486.305907,1153.3139315957199
1707080400000,2024-02-04 21:00:00,MATIC/USD,0.77613,0.7849,0.77613,0.7849,1733.190071,1360.3808867279001
1707076800000,2024-02-04 20:00:00,MATIC/USD,0.778,0.778,0.77557,0.77613,761.986145,591.40030671885
1707073200000,2024-02-04 19:00:00,MATIC/USD,0.78345,0.78345,0.775,0.778,19601.803585,15250.203189130001
1707069600000,2024-02-04 18:00:00,MATIC/USD,0.78235,0.78487,0.78174,0.78345,15728.524913,12322.51284308985
1707066000000,2024-02-04 17:00:00,MATIC/USD,0.78462,0.78925,0.78144,0.78235,8876.866093,6944.816187858551
1707062400000,2024-02-04 16:00:00,MATIC/USD,0.7877,0.7877,0.78438,0.78462,1700.259576,1334.05766852112
1707058800000,2024-02-04 15:00:00,MATIC/USD,0.78428,0.7877,0.78428,0.7877,1221.016852,961.7949743203999
1707055200000,2024-02-04 14:00:00,MATIC/USD,0.78044,0.78508,0.78044,0.78428,1916.451033,1503.03421616124
1707051600000,2024-02-04 13:00:00,MATIC/USD,0.78113,0.78113,0.78011,0.78044,13045.810877,10181.472640845881
1707048000000,2024-02-04 12:00:00,MATIC/USD,0.78113,0.78113,0.78113,0.78113,0.0,0.0
1707044400000,2024-02-04 11:00:00,MATIC/USD,0.77614,0.78113,0.77614,0.78113,132.790868,103.72693072083999
1707040800000,2024-02-04 10:00:00,MATIC/USD,0.77623,0.77742,0.77614,0.77614,1417.772277,1100.3897750707802
1707037200000,2024-02-04 09:00:00,MATIC/USD,0.77375,0.77623,0.77058,0.77623,6150.614154,4774.2912247594195
1707033600000,2024-02-04 08:00:00,MATIC/USD,0.771,0.77397,0.771,0.77375,1573.692915,1217.6448929812502
1707030000000,2024-02-04 07:00:00,MATIC/USD,0.77417,0.77526,0.771,0.771,2345.069222,1808.048370162
1707026400000,2024-02-04 06:00:00,MATIC/USD,0.77781,0.77834,0.77417,0.77417,1110.532096,859.74063276032
1707022800000,2024-02-04 05:00:00,MATIC/USD,0.77859,0.77868,0.77676,0.77781,1909.251414,1485.03484232334
1707019200000,2024-02-04 04:00:00,MATIC/USD,0.78047,0.78047,0.77686,0.77859,2263.367777,1762.23551749443
1707015600000,2024-02-04 03:00:00,MATIC/USD,0.78145,0.78353,0.78047,0.78047,2188.224159,1707.8433093747299
1707012000000,2024-02-04 02:00:00,MATIC/USD,0.785,0.785,0.78145,0.78145,534.539232,417.71568284639994
1707008400000,2024-02-04 01:00:00,MATIC/USD,0.78298,0.785,0.78287,0.785,2787.666045,2188.3178453250002
1707004800000,2024-02-04 00:00:00,MATIC/USD,0.78436,0.78436,0.77887,0.78298,3253.442951,2547.38076177398
1707001200000,2024-02-03 23:00:00,MATIC/USD,0.78628,0.78628,0.78436,0.78436,123.074776,96.53493130336
1706997600000,2024-02-03 22:00:00,MATIC/USD,0.78656,0.78784,0.78628,0.78628,556.707352,437.72785673056
1706994000000,2024-02-03 21:00:00,MATIC/USD,0.78855,0.78885,0.78656,0.78656,1390.253377,1093.51769621312
1706990400000,2024-02-03 20:00:00,MATIC/USD,0.78882,0.79046,0.78627,0.78855,3132.70271,2470.2927219704998
1706986800000,2024-02-03 19:00:00,MATIC/USD,0.78664,0.78889,0.78664,0.78882,775.644877,611.8441918751399
1706983200000,2024-02-03 18:00:00,MATIC/USD,0.7914,0.7914,0.78469,0.78664,15576.343086,12252.974525171041
1706979600000,2024-02-03 17:00:00,MATIC/USD,0.78806,0.7914,0.78806,0.7914,334.484539,264.7110641646
1706976000000,2024-02-03 16:00:00,MATIC/USD,0.78782,0.7903,0.78782,0.78806,717.961562,565.79678854972
1706972400000,2024-02-03 15:00:00,MATIC/USD,0.78499,0.78782,0.78124,0.78782,1661.644001,1309.0763768678198
1706968800000,2024-02-03 14:00:00,MATIC/USD,0.78583,0.78596,0.78288,0.78499,1699.253132,1333.89671608868
1706965200000,2024-02-03 13:00:00,MATIC/USD,0.78892,0.78892,0.78583,0.78583,3316.257177,2606.01437740191
1706961600000,2024-02-03 12:00:00,MATIC/USD,0.78635,0.78917,0.78635,0.78892,1190.982576,939.5899738579201
1706958000000,2024-02-03 11:00:00,MATIC/USD,0.7905,0.7905,0.785,0.78635,135946.434973,106901.47914101854
