https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BAL,Volume USD
1706594400000,2024-01-30 06:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706590800000,2024-01-30 05:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706587200000,2024-01-30 04:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706583600000,2024-01-30 03:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706580000000,2024-01-30 02:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706576400000,2024-01-30 01:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706572800000,2024-01-30 00:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706569200000,2024-01-29 23:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706565600000,2024-01-29 22:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706562000000,2024-01-29 21:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706558400000,2024-01-29 20:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706554800000,2024-01-29 19:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706551200000,2024-01-29 18:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706547600000,2024-01-29 17:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706544000000,2024-01-29 16:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706540400000,2024-01-29 15:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706536800000,2024-01-29 14:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706533200000,2024-01-29 13:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706529600000,2024-01-29 12:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706526000000,2024-01-29 11:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706522400000,2024-01-29 10:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706518800000,2024-01-29 09:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706515200000,2024-01-29 08:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706511600000,2024-01-29 07:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706508000000,2024-01-29 06:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706504400000,2024-01-29 05:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706500800000,2024-01-29 04:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706497200000,2024-01-29 03:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706493600000,2024-01-29 02:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706490000000,2024-01-29 01:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706486400000,2024-01-29 00:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706482800000,2024-01-28 23:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706479200000,2024-01-28 22:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706475600000,2024-01-28 21:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706472000000,2024-01-28 20:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706468400000,2024-01-28 19:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706464800000,2024-01-28 18:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706461200000,2024-01-28 17:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706457600000,2024-01-28 16:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706454000000,2024-01-28 15:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706450400000,2024-01-28 14:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706446800000,2024-01-28 13:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706443200000,2024-01-28 12:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706439600000,2024-01-28 11:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706436000000,2024-01-28 10:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706432400000,2024-01-28 09:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706428800000,2024-01-28 08:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706425200000,2024-01-28 07:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706421600000,2024-01-28 06:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706418000000,2024-01-28 05:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706414400000,2024-01-28 04:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706410800000,2024-01-28 03:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706407200000,2024-01-28 02:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706403600000,2024-01-28 01:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706400000000,2024-01-28 00:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706396400000,2024-01-27 23:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706392800000,2024-01-27 22:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706389200000,2024-01-27 21:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706385600000,2024-01-27 20:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706382000000,2024-01-27 19:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706378400000,2024-01-27 18:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706374800000,2024-01-27 17:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706371200000,2024-01-27 16:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706367600000,2024-01-27 15:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706364000000,2024-01-27 14:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706360400000,2024-01-27 13:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706356800000,2024-01-27 12:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706353200000,2024-01-27 11:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706349600000,2024-01-27 10:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706346000000,2024-01-27 09:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706342400000,2024-01-27 08:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706338800000,2024-01-27 07:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706335200000,2024-01-27 06:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706331600000,2024-01-27 05:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706328000000,2024-01-27 04:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706324400000,2024-01-27 03:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706320800000,2024-01-27 02:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706317200000,2024-01-27 01:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706313600000,2024-01-27 00:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706310000000,2024-01-26 23:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706306400000,2024-01-26 22:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706302800000,2024-01-26 21:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706299200000,2024-01-26 20:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706295600000,2024-01-26 19:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706292000000,2024-01-26 18:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706288400000,2024-01-26 17:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706284800000,2024-01-26 16:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706281200000,2024-01-26 15:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706277600000,2024-01-26 14:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706274000000,2024-01-26 13:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706270400000,2024-01-26 12:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706266800000,2024-01-26 11:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706263200000,2024-01-26 10:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706259600000,2024-01-26 09:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706256000000,2024-01-26 08:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706252400000,2024-01-26 07:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706248800000,2024-01-26 06:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706245200000,2024-01-26 05:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706241600000,2024-01-26 04:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706238000000,2024-01-26 03:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706234400000,2024-01-26 02:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706230800000,2024-01-26 01:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706227200000,2024-01-26 00:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706223600000,2024-01-25 23:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706220000000,2024-01-25 22:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706216400000,2024-01-25 21:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706212800000,2024-01-25 20:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706209200000,2024-01-25 19:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706205600000,2024-01-25 18:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706202000000,2024-01-25 17:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706198400000,2024-01-25 16:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706194800000,2024-01-25 15:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706191200000,2024-01-25 14:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706187600000,2024-01-25 13:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706184000000,2024-01-25 12:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706180400000,2024-01-25 11:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706176800000,2024-01-25 10:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706173200000,2024-01-25 09:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706169600000,2024-01-25 08:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706166000000,2024-01-25 07:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706162400000,2024-01-25 06:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706158800000,2024-01-25 05:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706155200000,2024-01-25 04:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706151600000,2024-01-25 03:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706148000000,2024-01-25 02:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706144400000,2024-01-25 01:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706140800000,2024-01-25 00:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706137200000,2024-01-24 23:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706133600000,2024-01-24 22:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706130000000,2024-01-24 21:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706126400000,2024-01-24 20:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706122800000,2024-01-24 19:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706119200000,2024-01-24 18:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706115600000,2024-01-24 17:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706112000000,2024-01-24 16:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706108400000,2024-01-24 15:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706104800000,2024-01-24 14:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706101200000,2024-01-24 13:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706097600000,2024-01-24 12:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706094000000,2024-01-24 11:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706090400000,2024-01-24 10:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706086800000,2024-01-24 09:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706083200000,2024-01-24 08:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706079600000,2024-01-24 07:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706076000000,2024-01-24 06:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706072400000,2024-01-24 05:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706068800000,2024-01-24 04:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706065200000,2024-01-24 03:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706061600000,2024-01-24 02:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706058000000,2024-01-24 01:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706054400000,2024-01-24 00:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
1706050800000,2024-01-23 23:00:00,BAL/USD,4.3,4.3,4.3,4.3,0,0.0
