time,aave,bal,bat,comp,eth_a,eth_b,eth_c,gno,knc,link,lrc,mana,matic,reth,uni,wbtc_a,wbtc_b,wbtc_c,wsteth_a,wsteth_b,yfi,zrx,gusd,usdc_a,usdc_b,usdp,tusd,psm_usdc,rwa001,rwa002,rwa003,rwa004,rwa005,rwa006,rwa007,rwa008,rwa009,rwa010,rwa011,rwa012,rwa013,rwa014,rwa015
1642521600,0,314213,132307,366770,6376840494,148226312,1960204456,0,0,201724897,0,0,0,0,9251074,2231039411,6576168,24738120,152681543,0,165929510,133200,5471549,235995251,461,65778174,26516059,3876188803,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1642694400,0,322874,136399,367145,6630445293,147509066,2044796814,0,0,202610508,0,0,0,0,8750391,2391702306,6917725,26089895,158886193,0,174736067,137061,5471549,235995251,461,65778174,26516059,3934820981,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1642867200,0,232236,95479,248787,5196780118,70271014,1244678718,0,0,145485453,0,0,0,0,5290743,1984155613,7045431,23771967,118270032,0,115655126,96522,5100183,235995251,461,65778174,26516059,4501299485,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1643040000,0,220151,92751,245290,4851501648,69814029,1166524743,0,0,147957264,0,0,0,0,4387842,2025774860,4122245,23987524,118263182,0,116467923,90730,5100183,227358870,461,54480404,26516059,4699704460,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1643212800,0,250364,111847,277028,5692019448,83255633,1220976001,0,0,178546146,0,0,0,0,4891927,2237261587,4524551,26970516,156180871,0,108833685,106174,5100183,227358870,461,54480404,26516059,4885321514,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1643385600,0,233847,114575,254031,5320480920,97340777,1180743070,0,0,172897563,0,0,0,0,4401252,2178393609,4466165,26202643,218235671,0,98639657,102313,5100183,227358870,461,6237219,26516059,4714685681,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1643558400,0,246738,107475,252345,5635357681,102996070,1253008809,0,0,189709922,0,0,0,0,4727339,2251282296,4699468,26733029,230176524,0,104798648,106174,5100183,227358870,461,6237219,26516059,4700719324,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1643731200,0,255198,108770,269161,6006378344,111344330,1320478434,0,0,190480355,0,0,0,0,4822879,2214252921,4822157,27473066,267017436,0,108265924,111965,1096220,227358870,461,6237219,26516059,4672092707,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1643904000,0,233847,103591,252491,5654958789,103364632,1244520447,0,0,175194747,0,0,0,0,4610426,2095893580,4553074,26454063,251562755,0,98591286,113896,1096220,227358870,461,6237219,26516059,4700930988,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1644076800,829770,277354,120424,286748,6390789010,122255957,1427344023,0,31961,197404215,72402,77011770,105695702,0,5236782,2353938411,5139662,34020316,301736161,0,108149246,125478,1096220,227358870,461,6237219,26516059,4789239595,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
