https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume GNO
1707505200000,2024-02-09 19:00:00,GNO/USD,246.08,246.51,245.82,246.51,16.848608455799997,0.06834857999999999
1707501600000,2024-02-09 18:00:00,GNO/USD,247.65,247.87,247.13,247.13,21.638823893699996,0.08756048999999999
1707498000000,2024-02-09 17:00:00,GNO/USD,246.47,247.34,245.71,247.34,32.9052874844,0.13303666
1707494400000,2024-02-09 16:00:00,GNO/USD,246.27,246.27,245.24,245.24,219.826563568,0.8963732
1707490800000,2024-02-09 15:00:00,GNO/USD,245.44,245.96,243.91,244.79,35.562944326,0.1452794
1707487200000,2024-02-09 14:00:00,GNO/USD,248.24,248.24,245.2,245.2,27.225583387999997,0.11103418999999999
1707483600000,2024-02-09 13:00:00,GNO/USD,248.14,248.86,247.21,247.98,37.0267022148,0.14931326
1707480000000,2024-02-09 12:00:00,GNO/USD,247.13,247.59,246.81,247.59,17.9542785303,0.07251617
1707476400000,2024-02-09 11:00:00,GNO/USD,244.79,245.88,244.27,245.88,28.3258038312,0.11520174
1707472800000,2024-02-09 10:00:00,GNO/USD,243.89,245.19,243.79,244.65,37.943761779,0.15509405999999998
1707469200000,2024-02-09 09:00:00,GNO/USD,244.35,244.88,244.28,244.88,26.077748716,0.10649195
1707465600000,2024-02-09 08:00:00,GNO/USD,243.1,243.35,242.12,243.19,40.990153584299996,0.16855197
1707462000000,2024-02-09 07:00:00,GNO/USD,243.49,243.49,243.49,243.49,5.749492846500001,0.02361285
1707458400000,2024-02-09 06:00:00,GNO/USD,242.48,243.0,242.48,243.0,13.75214517,0.05659319
1707454800000,2024-02-09 05:00:00,GNO/USD,242.36,242.56,241.22,241.71,38.7632526561,0.16037091
1707451200000,2024-02-09 04:00:00,GNO/USD,243.02,243.02,242.66,242.66,15.0477300028,0.06201158
1707447600000,2024-02-09 03:00:00,GNO/USD,244.59,244.59,242.79,243.54,24.868916621999997,0.10211429999999999
1707444000000,2024-02-09 02:00:00,GNO/USD,242.0,245.62,241.67,245.62,568.7275024954,2.31547717
1707440400000,2024-02-09 01:00:00,GNO/USD,240.26,241.41,239.59,240.08,44.4420778896,0.18511361999999998
1707436800000,2024-02-09 00:00:00,GNO/USD,239.86,241.11,239.86,241.11,33.0940617921,0.13725711
1707433200000,2024-02-08 23:00:00,GNO/USD,242.68,243.11,240.79,240.79,28.629379590899998,0.11889770999999999
1707429600000,2024-02-08 22:00:00,GNO/USD,244.56,244.56,242.28,242.28,33.2106545628,0.13707551
1707426000000,2024-02-08 21:00:00,GNO/USD,245.75,245.75,244.05,244.05,31.623164349,0.12957658
1707422400000,2024-02-08 20:00:00,GNO/USD,246.16,246.16,246.16,246.16,7.1207613992,0.02892737
1707418800000,2024-02-08 19:00:00,GNO/USD,246.16,246.16,245.11,246.16,27.4836384584,0.11164949
1707415200000,2024-02-08 18:00:00,GNO/USD,246.24,246.24,246.19,246.19,14.6327827205,0.05943695
1707408000000,2024-02-08 16:00:00,GNO/USD,248.13,248.13,245.96,246.35,29.197815867999996,0.11852167999999999
1707404400000,2024-02-08 15:00:00,GNO/USD,248.43,248.43,247.34,247.34,32.107655558800005,0.12981182000000002
1707400800000,2024-02-08 14:00:00,GNO/USD,248.3,248.3,246.81,248.01,19.7448821325,0.07961325
1707397200000,2024-02-08 13:00:00,GNO/USD,248.74,249.2,246.87,248.16,36.875372424,0.14859515
1707393600000,2024-02-08 12:00:00,GNO/USD,248.18,248.55,246.99,248.55,31.0832777475,0.12505845
1707390000000,2024-02-08 11:00:00,GNO/USD,247.68,248.88,246.83,246.83,46.504771323,0.1884081
1707386400000,2024-02-08 10:00:00,GNO/USD,249.82,249.82,248.94,248.94,28.5046357176,0.11450404
1707382800000,2024-02-08 09:00:00,GNO/USD,248.12,250.88,247.53,250.88,111.07773967360001,0.44275247
1707379200000,2024-02-08 08:00:00,GNO/USD,247.46,247.62,246.2,247.62,23.097944076,0.0932798
1707375600000,2024-02-08 07:00:00,GNO/USD,244.55,247.05,244.55,247.05,24.921183573,0.10087506
1707372000000,2024-02-08 06:00:00,GNO/USD,244.57,244.57,244.57,244.57,13.059414346499999,0.05339745
1707368400000,2024-02-08 05:00:00,GNO/USD,244.57,244.57,244.55,244.57,28.676108864099998,0.11725113
1707364800000,2024-02-08 04:00:00,GNO/USD,244.57,244.57,244.57,244.57,24.528773957899997,0.10029347
1707361200000,2024-02-08 03:00:00,GNO/USD,244.57,244.57,244.57,244.57,28.757743884399996,0.11758492
1707357600000,2024-02-08 02:00:00,GNO/USD,246.17,246.17,244.42,244.42,36.9397029936,0.15113208
1707354000000,2024-02-08 01:00:00,GNO/USD,245.2,246.13,244.87,245.29,31.8210865947,0.12972843
1707350400000,2024-02-08 00:00:00,GNO/USD,245.66,245.66,243.91,243.91,27.0284110255,0.11081305
1707346800000,2024-02-07 23:00:00,GNO/USD,243.85,245.45,243.14,244.31,28.712391050199997,0.11752441999999999
1707343200000,2024-02-07 22:00:00,GNO/USD,244.65,244.72,243.98,243.98,24.3426262992,0.09977304000000001
1707339600000,2024-02-07 21:00:00,GNO/USD,243.96,244.22,243.2,244.22,32.4394422094,0.13282876999999998
1707336000000,2024-02-07 20:00:00,GNO/USD,242.11,242.91,242.11,242.91,12.2334382782,0.05036202
1707332400000,2024-02-07 19:00:00,GNO/USD,242.65,242.65,240.62,241.79,756.0216965389,3.12676991
1707328800000,2024-02-07 18:00:00,GNO/USD,241.55,243.07,241.55,242.26,49.8138815482,0.20562157
1707325200000,2024-02-07 17:00:00,GNO/USD,236.75,241.32,236.75,241.32,469.46479192559997,1.94540358
1707321600000,2024-02-07 16:00:00,GNO/USD,235.48,237.26,235.48,237.26,146.8819646422,0.61907597
1707318000000,2024-02-07 15:00:00,GNO/USD,235.56,235.75,234.35,234.35,40.673954732,0.17356072
1707314400000,2024-02-07 14:00:00,GNO/USD,236.4,236.4,234.88,234.88,33.7718191552,0.14378329
1707310800000,2024-02-07 13:00:00,GNO/USD,236.12,236.18,234.96,236.18,35.223856858400005,0.14913988
1707307200000,2024-02-07 12:00:00,GNO/USD,235.87,235.87,234.29,235.51,25.3927988897,0.10782047
1707303600000,2024-02-07 11:00:00,GNO/USD,237.27,237.27,235.58,235.58,23.052384069200002,0.09785374000000001
1707300000000,2024-02-07 10:00:00,GNO/USD,238.1,238.7,236.59,236.59,51.316344975099994,0.21689988999999998
1707296400000,2024-02-07 09:00:00,GNO/USD,237.5,237.99,237.5,237.96,21.4862983704,0.09029374
1707292800000,2024-02-07 08:00:00,GNO/USD,238.05,238.05,237.03,237.51,446.7106819539,1.88080789
1707289200000,2024-02-07 07:00:00,GNO/USD,238.6,238.6,237.03,238.36,24.605704961200004,0.10322917000000001
1707285600000,2024-02-07 06:00:00,GNO/USD,238.18,238.36,236.16,238.36,33.3557146404,0.13993839
1707282000000,2024-02-07 05:00:00,GNO/USD,236.25,237.46,235.93,236.22,104.2356230244,0.44126502
1707278400000,2024-02-07 04:00:00,GNO/USD,237.05,237.05,234.88,234.88,41.676127750400006,0.17743583000000002
1707274800000,2024-02-07 03:00:00,GNO/USD,237.92,238.31,237.42,237.42,23.9876632224,0.10103472
1707271200000,2024-02-07 02:00:00,GNO/USD,236.68,237.76,236.68,237.08,35.004444739200004,0.14764824000000001
1707267600000,2024-02-07 01:00:00,GNO/USD,236.9,237.21,236.28,237.21,35.0192743464,0.14762984
1707264000000,2024-02-07 00:00:00,GNO/USD,234.94,237.09,234.94,236.63,38.2899427028,0.16181356
1707260400000,2024-02-06 23:00:00,GNO/USD,236.31,236.31,235.65,235.78,19.4341830046,0.08242507
1707256800000,2024-02-06 22:00:00,GNO/USD,238.02,238.02,235.1,235.1,66.724687857,0.28381407000000003
1707253200000,2024-02-06 21:00:00,GNO/USD,233.89,234.32,233.89,234.32,129.0138715448,0.55058839
1707249600000,2024-02-06 20:00:00,GNO/USD,234.04,234.88,233.68,234.88,22.1090289152,0.09412904
1707246000000,2024-02-06 19:00:00,GNO/USD,232.22,233.82,231.73,233.68,32.1166590584,0.13743863
1707242400000,2024-02-06 18:00:00,GNO/USD,231.66,231.67,230.05,231.67,58.7047911111,0.25339833
1707238800000,2024-02-06 17:00:00,GNO/USD,230.41,231.13,229.55,231.13,33.0976195395,0.14319915
1707235200000,2024-02-06 16:00:00,GNO/USD,231.45,231.57,230.68,230.68,17.548275119200003,0.07607194
1707231600000,2024-02-06 15:00:00,GNO/USD,232.03,232.03,230.35,231.1,31.582710683000002,0.13666253
1707228000000,2024-02-06 14:00:00,GNO/USD,231.09,231.94,230.28,231.32,41.7017774208,0.18027744
1707224400000,2024-02-06 13:00:00,GNO/USD,230.88,232.02,230.79,231.45,21.169134494999998,0.09146309999999999
1707220800000,2024-02-06 12:00:00,GNO/USD,230.53,230.68,230.13,230.13,22.244780033999998,0.09666179999999999
1707217200000,2024-02-06 11:00:00,GNO/USD,232.4,232.4,230.83,231.19,26.495201660200003,0.11460358000000001
1707213600000,2024-02-06 10:00:00,GNO/USD,230.69,233.48,230.69,231.64,33.194262171199995,0.14330108
1707210000000,2024-02-06 09:00:00,GNO/USD,231.21,231.43,230.66,231.43,26.658838274,0.1151918
1707206400000,2024-02-06 08:00:00,GNO/USD,230.04,230.58,229.27,230.14,34.0036659926,0.14775209
1707202800000,2024-02-06 07:00:00,GNO/USD,230.84,230.84,230.03,230.36,20.4237452432,0.08866012
1707199200000,2024-02-06 06:00:00,GNO/USD,229.07,231.61,229.07,231.61,294.67340541140004,1.27228274
1707195600000,2024-02-06 05:00:00,GNO/USD,231.65,231.65,229.89,229.89,23.2257889989,0.10103001
1707192000000,2024-02-06 04:00:00,GNO/USD,231.42,232.99,231.42,232.15,43.412648947,0.18700258
1707188400000,2024-02-06 03:00:00,GNO/USD,232.86,232.86,231.34,231.47,34.8789365856,0.15068448
1707184800000,2024-02-06 02:00:00,GNO/USD,231.2,234.69,231.2,234.69,48.712432417500004,0.20756075000000002
1707181200000,2024-02-06 01:00:00,GNO/USD,230.9,230.9,230.59,230.82,26.6794381854,0.11558547
1707177600000,2024-02-06 00:00:00,GNO/USD,233.35,233.93,232.98,232.98,20.482739574,0.0879163
1707174000000,2024-02-05 23:00:00,GNO/USD,231.15,231.15,229.97,229.97,38.1601340419,0.16593527
1707170400000,2024-02-05 22:00:00,GNO/USD,230.74,232.46,229.19,232.46,47.3729862064,0.20378984
1707166800000,2024-02-05 21:00:00,GNO/USD,231.05,231.7,231.05,231.23,43.592346712499996,0.18852375
1707163200000,2024-02-05 20:00:00,GNO/USD,233.31,233.31,230.83,230.83,91.41501166690001,0.39602743
1707159600000,2024-02-05 19:00:00,GNO/USD,228.92,234.6,228.92,231.27,413.6220494367,1.78848121
1707156000000,2024-02-05 18:00:00,GNO/USD,228.73,229.89,227.52,229.89,347.94736576500003,1.5135385000000001
1707152400000,2024-02-05 17:00:00,GNO/USD,229.6,229.6,228.12,228.12,198.5837797584,0.87052332
1707148800000,2024-02-05 16:00:00,GNO/USD,231.92,231.92,228.71,228.77,214.6775300792,0.93839896
1707145200000,2024-02-05 15:00:00,GNO/USD,232.94,235.14,230.48,235.14,264.543175356,1.1250454
1707141600000,2024-02-05 14:00:00,GNO/USD,227.48,232.11,227.48,232.11,415.8590830416,1.79164656
1707138000000,2024-02-05 13:00:00,GNO/USD,221.62,230.13,221.23,228.25,878.871799795,3.85047886
1707134400000,2024-02-05 12:00:00,GNO/USD,220.37,222.3,220.37,222.3,232.31244535200003,1.04504024
1707130800000,2024-02-05 11:00:00,GNO/USD,219.58,222.17,219.58,220.41,35.3771627256,0.16050616
1707127200000,2024-02-05 10:00:00,GNO/USD,219.61,219.86,218.53,219.86,20.496650771200002,0.09322592
1707123600000,2024-02-05 09:00:00,GNO/USD,219.46,219.46,217.72,217.72,29.7761209164,0.13676337
1707120000000,2024-02-05 08:00:00,GNO/USD,219.82,219.82,218.44,219.12,29.878670738399997,0.13635756999999998
1707116400000,2024-02-05 07:00:00,GNO/USD,218.38,219.21,217.63,219.21,20.162688092699998,0.09197886999999999
1707112800000,2024-02-05 06:00:00,GNO/USD,218.63,218.63,217.54,218.63,20.9174842801,0.09567526999999999
1707109200000,2024-02-05 05:00:00,GNO/USD,218.41,218.41,216.64,217.73,25.811847953999997,0.1185498
1707105600000,2024-02-05 04:00:00,GNO/USD,218.95,219.24,218.18,218.98,26.4619176558,0.12084171
1707102000000,2024-02-05 03:00:00,GNO/USD,217.62,218.84,217.12,217.94,36.755838169200004,0.16865118
1707098400000,2024-02-05 02:00:00,GNO/USD,216.09,217.96,215.51,216.93,41.432523657,0.1909949
1707094800000,2024-02-05 01:00:00,GNO/USD,216.59,217.38,215.8,217.38,25.8131054748,0.11874646
1707091200000,2024-02-05 00:00:00,GNO/USD,217.47,217.47,217.18,217.18,12.714149388200001,0.05854199
1707087600000,2024-02-04 23:00:00,GNO/USD,217.19,217.74,217.19,217.24,21.4532494432,0.09875368
1707084000000,2024-02-04 22:00:00,GNO/USD,218.07,218.07,216.73,217.44,26.407359576,0.12144665
1707080400000,2024-02-04 21:00:00,GNO/USD,217.36,219.14,217.19,217.19,28.0154857892,0.12899068
1707076800000,2024-02-04 20:00:00,GNO/USD,217.54,218.9,215.82,217.63,33.3636518061,0.15330447
1707073200000,2024-02-04 19:00:00,GNO/USD,216.07,216.92,216.07,216.92,22.0234949748,0.10152819
1707069600000,2024-02-04 18:00:00,GNO/USD,216.37,216.66,216.07,216.33,25.068287950500004,0.11587985
1707066000000,2024-02-04 17:00:00,GNO/USD,216.61,216.81,216.61,216.81,13.7404703403,0.06337563
1707062400000,2024-02-04 16:00:00,GNO/USD,216.46,217.17,215.42,217.17,39.470386895999994,0.1817488
1707058800000,2024-02-04 15:00:00,GNO/USD,215.83,217.45,215.83,217.45,39.05709474299999,0.17961413999999998
1707055200000,2024-02-04 14:00:00,GNO/USD,217.6,217.77,216.09,217.77,20.6529235248,0.09483823999999999
1707051600000,2024-02-04 13:00:00,GNO/USD,217.05,218.35,216.84,216.84,40.336728588,0.1860207
1707040800000,2024-02-04 10:00:00,GNO/USD,216.62,216.87,215.75,216.87,23.485043145600002,0.10829088
1707037200000,2024-02-04 09:00:00,GNO/USD,215.16,216.6,215.16,215.65,26.984605818500004,0.12513149
1707033600000,2024-02-04 08:00:00,GNO/USD,216.11,216.11,214.69,216.0,38.49889824,0.17823564
1707030000000,2024-02-04 07:00:00,GNO/USD,216.99,217.62,216.99,217.13,17.759733631699998,0.08179309
1707026400000,2024-02-04 06:00:00,GNO/USD,216.64,217.43,216.01,217.43,33.1721927299,0.15256493
1707022800000,2024-02-04 05:00:00,GNO/USD,216.75,216.75,215.79,215.79,11.7646075362,0.05451878
1707019200000,2024-02-04 04:00:00,GNO/USD,216.11,216.34,215.57,216.34,19.0547014938,0.08807757
1707015600000,2024-02-04 03:00:00,GNO/USD,216.28,217.0,216.28,216.63,25.9822729224,0.11993848
1707012000000,2024-02-04 02:00:00,GNO/USD,215.82,216.69,215.82,216.69,17.212247927099998,0.07943259
1707008400000,2024-02-04 01:00:00,GNO/USD,215.94,216.19,215.28,216.19,21.1450445011,0.09780769
1707004800000,2024-02-04 00:00:00,GNO/USD,216.02,216.02,215.33,215.68,17.4603032256,0.08095467
1707001200000,2024-02-03 23:00:00,GNO/USD,215.25,216.25,215.03,215.03,20.2203998075,0.09403525
1706997600000,2024-02-03 22:00:00,GNO/USD,215.26,215.83,214.28,215.83,32.1570706997,0.14899259
1706994000000,2024-02-03 21:00:00,GNO/USD,215.71,215.71,215.71,215.71,6.8956727543000005,0.03196733
1706990400000,2024-02-03 20:00:00,GNO/USD,217.48,217.48,215.39,215.39,25.269001247699997,0.11731743
1706986800000,2024-02-03 19:00:00,GNO/USD,215.3,216.81,215.3,216.81,31.571729105399996,0.14561933999999999
1706983200000,2024-02-03 18:00:00,GNO/USD,216.24,216.24,215.59,215.59,11.4469925108,0.05309612
1706979600000,2024-02-03 17:00:00,GNO/USD,216.43,216.57,216.02,216.57,16.2331624461,0.07495573
1706976000000,2024-02-03 16:00:00,GNO/USD,217.0,217.0,215.01,215.17,31.11508819,0.144607
1706972400000,2024-02-03 15:00:00,GNO/USD,215.17,216.05,214.9,215.49,30.790099018800003,0.14288412
1706968800000,2024-02-03 14:00:00,GNO/USD,216.27,216.49,215.57,215.57,26.4544011766,0.12271838
1706965200000,2024-02-03 13:00:00,GNO/USD,215.7,215.7,215.39,215.39,12.7773978885,0.059322150000000004
1706961600000,2024-02-03 12:00:00,GNO/USD,215.02,215.45,214.08,215.08,30.0398923768,0.13966846
1706958000000,2024-02-03 11:00:00,GNO/USD,214.17,214.83,214.17,214.83,11.1652371369,0.05197243
1706954400000,2024-02-03 10:00:00,GNO/USD,215.21,215.21,215.21,215.21,4.9281088547000005,0.02289907
1706950800000,2024-02-03 09:00:00,GNO/USD,215.12,215.12,214.06,214.97,20.8730560241,0.09709753
1706947200000,2024-02-03 08:00:00,GNO/USD,214.88,215.21,214.58,214.73,25.8510934659,0.12038883
1706943600000,2024-02-03 07:00:00,GNO/USD,215.47,215.47,214.82,214.82,9.6718107852,0.04502286
1706940000000,2024-02-03 06:00:00,GNO/USD,216.7,216.7,214.13,216.65,29.5693864235,0.13648459
1706936400000,2024-02-03 05:00:00,GNO/USD,215.53,215.53,215.23,215.23,9.7014018534,0.04507458
1706932800000,2024-02-03 04:00:00,GNO/USD,215.3,215.94,214.49,215.94,33.2689386204,0.15406566
1706929200000,2024-02-03 03:00:00,GNO/USD,215.54,215.54,214.49,214.49,23.006858029200004,0.10726308000000001
1706925600000,2024-02-03 02:00:00,GNO/USD,215.43,215.43,215.23,215.23,14.1988479334,0.06597058
1706922000000,2024-02-03 01:00:00,GNO/USD,215.68,215.68,215.68,215.68,8.5479440704,0.03963253
1706918400000,2024-02-03 00:00:00,GNO/USD,214.62,215.5,214.14,215.5,40.59009305,0.1883531
1706914800000,2024-02-02 23:00:00,GNO/USD,213.94,215.94,213.94,215.94,12.5426827134,0.05808411
1706911200000,2024-02-02 22:00:00,GNO/USD,213.89,213.89,213.26,213.26,25.515381804799997,0.11964448
1706907600000,2024-02-02 21:00:00,GNO/USD,213.69,213.69,213.14,213.68,36.0757674808,0.16883081
1706904000000,2024-02-02 20:00:00,GNO/USD,213.6,213.6,213.6,213.6,6.125229912,0.02867617
1706900400000,2024-02-02 19:00:00,GNO/USD,212.96,213.93,212.78,213.93,40.71566461410001,0.19032237000000002
1706896800000,2024-02-02 18:00:00,GNO/USD,213.07,213.59,212.6,213.2,40.898260468,0.19183049
1706893200000,2024-02-02 17:00:00,GNO/USD,214.55,214.55,213.89,213.89,11.7769673454,0.055060859999999996
1706889600000,2024-02-02 16:00:00,GNO/USD,215.5,215.5,214.56,214.82,94.86526387,0.44160350000000004
1706886000000,2024-02-02 15:00:00,GNO/USD,212.8,215.51,212.8,214.88,40.00952788,0.18619475
1706882400000,2024-02-02 14:00:00,GNO/USD,213.14,214.09,213.14,214.09,23.777077321700002,0.11106113000000001
1706878800000,2024-02-02 13:00:00,GNO/USD,214.49,214.49,213.71,213.71,13.7412196124,0.06429844
1706875200000,2024-02-02 12:00:00,GNO/USD,214.3,215.09,214.3,214.39,22.753189261,0.1061299
1706871600000,2024-02-02 11:00:00,GNO/USD,214.36,214.79,213.98,213.98,26.564557799,0.12414505
1706868000000,2024-02-02 10:00:00,GNO/USD,214.87,214.88,213.14,214.88,36.19981292,0.16846525
1706864400000,2024-02-02 09:00:00,GNO/USD,213.81,214.2,213.81,214.2,12.479004972,0.058258660000000004
1706860800000,2024-02-02 08:00:00,GNO/USD,214.5,214.5,213.67,213.67,19.332150078899996,0.09047667
1706857200000,2024-02-02 07:00:00,GNO/USD,214.44,215.22,214.44,215.22,20.0430770304,0.09312832
1706853600000,2024-02-02 06:00:00,GNO/USD,214.57,214.83,214.57,214.83,15.496534330200003,0.07213394000000001
1706842800000,2024-02-02 03:00:00,GNO/USD,214.29,214.29,214.29,214.29,6.6267725328000004,0.03092432
1706839200000,2024-02-02 02:00:00,GNO/USD,214.06,214.6,213.7,213.7,18.887803978999997,0.08838467
1706835600000,2024-02-02 01:00:00,GNO/USD,215.32,215.32,214.69,214.77,24.586117905000002,0.11447650000000001
1706832000000,2024-02-02 00:00:00,GNO/USD,215.18,216.28,214.8,214.8,23.289462312,0.10842394
1706828400000,2024-02-01 23:00:00,GNO/USD,214.46,214.68,214.46,214.68,12.0191217096,0.055986219999999996
1706824800000,2024-02-01 22:00:00,GNO/USD,214.57,214.57,213.08,213.08,20.2891558492,0.09521849
1706821200000,2024-02-01 21:00:00,GNO/USD,214.82,214.82,213.01,214.12,37.0658250064,0.17310772
1706817600000,2024-02-01 20:00:00,GNO/USD,213.88,213.88,213.0,213.79,21.2934455178,0.09959981999999999
1706814000000,2024-02-01 19:00:00,GNO/USD,213.51,213.76,212.12,213.76,58.699254848,0.27460355000000003
1706810400000,2024-02-01 18:00:00,GNO/USD,216.81,216.81,213.56,213.56,119.7300605688,0.56063898
1706806800000,2024-02-01 17:00:00,GNO/USD,215.26,216.08,215.13,215.25,36.2509219275,0.16841311
1706803200000,2024-02-01 16:00:00,GNO/USD,211.61,212.83,211.61,212.83,88.0538664512,0.41372864
1706799600000,2024-02-01 15:00:00,GNO/USD,212.89,212.89,212.39,212.51,19.2055721241,0.09037491
1706796000000,2024-02-01 14:00:00,GNO/USD,211.03,212.04,210.83,212.04,23.2435873152,0.10961888
1706792400000,2024-02-01 13:00:00,GNO/USD,209.56,210.76,209.56,210.76,27.309935153599998,0.12957836
1706788800000,2024-02-01 12:00:00,GNO/USD,210.09,210.48,209.79,210.38,20.957592764,0.0996178
1706785200000,2024-02-01 11:00:00,GNO/USD,210.4,210.4,209.86,209.86,17.4305980492,0.08305822
1706781600000,2024-02-01 10:00:00,GNO/USD,210.07,210.67,210.07,210.13,17.503429753,0.0832981
1706778000000,2024-02-01 09:00:00,GNO/USD,210.87,210.87,209.22,209.22,21.754120245000003,0.10397725000000001
1706774400000,2024-02-01 08:00:00,GNO/USD,210.39,210.85,209.96,209.96,36.1335554068,0.17209733
1706770800000,2024-02-01 07:00:00,GNO/USD,211.52,211.89,209.79,210.19,240.19558306829998,1.14275457
1706767200000,2024-02-01 06:00:00,GNO/USD,210.87,211.49,210.76,211.31,41.4804192506,0.19630126
1706763600000,2024-02-01 05:00:00,GNO/USD,211.37,211.37,211.16,211.16,11.644587128,0.0551458
1706760000000,2024-02-01 04:00:00,GNO/USD,211.53,212.1,211.13,211.13,140.85949020110002,0.66716947
1706756400000,2024-02-01 03:00:00,GNO/USD,212.27,212.29,211.53,211.53,171.7852221624,0.81210808
1706752800000,2024-02-01 02:00:00,GNO/USD,212.21,212.83,212.21,212.59,137.4554026349,0.64657511
1706749200000,2024-02-01 01:00:00,GNO/USD,214.06,214.06,211.74,211.74,27.731570860799998,0.13096992
1706745600000,2024-02-01 00:00:00,GNO/USD,214.6,214.97,213.81,213.81,53.1806940375,0.24872875
1706742000000,2024-01-31 23:00:00,GNO/USD,212.72,214.59,212.65,214.59,31.1846672931,0.14532209
1706738400000,2024-01-31 22:00:00,GNO/USD,213.65,213.91,212.77,213.91,76.21206443179999,0.35628097999999997
1706734800000,2024-01-31 21:00:00,GNO/USD,215.89,215.89,213.96,214.8,23.429533392,0.10907604
1706731200000,2024-01-31 20:00:00,GNO/USD,216.43,217.69,215.55,215.55,27.870470581499998,0.12929933
1706727600000,2024-01-31 19:00:00,GNO/USD,219.5,219.53,217.89,218.8,44.782224848,0.20467196
1706724000000,2024-01-31 18:00:00,GNO/USD,220.94,221.1,220.42,220.42,19.4146288672,0.08808016
1706720400000,2024-01-31 17:00:00,GNO/USD,220.39,220.89,219.93,220.02,35.9216247054,0.16326527
1706716800000,2024-01-31 16:00:00,GNO/USD,220.68,221.84,220.68,220.82,27.522728774999997,0.12463874999999999
1706713200000,2024-01-31 15:00:00,GNO/USD,218.7,220.78,218.26,220.3,36.48932000400001,0.16563468
1706709600000,2024-01-31 14:00:00,GNO/USD,219.09,220.21,219.09,220.21,22.7372220145,0.10325245
1706706000000,2024-01-31 13:00:00,GNO/USD,221.0,221.24,220.12,220.12,25.899880506000002,0.11766255
1706702400000,2024-01-31 12:00:00,GNO/USD,219.55,221.33,218.78,221.33,661.5275333259,2.98887423
1706698800000,2024-01-31 11:00:00,GNO/USD,220.01,220.38,220.01,220.1,22.154702543999996,0.10065743999999999
1706695200000,2024-01-31 10:00:00,GNO/USD,222.78,223.12,220.79,220.79,33.274488135,0.1507065
